GOID	Description	FDR	Database	Type	Genes	Enrichment
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	5.80E-03	GENECODIS	BP	RPL10A	All (Up vs. Down)
GO:0019083	viral transcription	4.56E-03	GENECODIS	BP	RPS28	All (Up vs. Down)
GO:0019083	viral transcription	4.56E-03	GENECODIS	BP	RPS19	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	RPS14	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	HSPA4	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	UNC13C	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	CD59	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	TCP1	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	ST13	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	S100A10	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	MRPS5	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0043933	protein-containing complex subunit organization	8.84E-09	g:Profiler	BP	FARSA	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	FAU	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	HIST1H1B	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	HSPA4	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RAN	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPL17	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPL27A	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPL29	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPL36	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPL4	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPS11	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPS14	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPS26	All (Up vs. Down)
GO:0072594	establishment of protein localization to organelle	8.53E-09	STRING	BP	RPS3A	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	IMPDH2	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	KRT1	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0002283	neutrophil activation involved in immune response	8.42E-09	g:Profiler	BP	RAB5C	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	RPS14	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	RAN	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	SRSF2	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	ILF3	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	ACTL6B	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	TCP1	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	PSMA5	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	ETV3	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	RPS26	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	UBE2I	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	BASP1	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0019219	regulation of nucleobase-containing compound metabolic process	8.27E-09	g:Profiler	BP	KHSRP	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	RPS14	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	SRSF2	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	ILF3	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	ETV3	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	UBE2I	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	BASP1	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0031327	negative regulation of cellular biosynthetic process	8.06E-09	g:Profiler	BP	KHSRP	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	IMPDH2	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	KRT1	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0043312	neutrophil degranulation	8.03E-09	g:Profiler	BP	RAB5C	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	CTSD	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	RPS14	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	RAN	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	EEF1A1	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	RAC2	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	SRSF2	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	ILF3	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	ACTL6B	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	TCP1	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	PSMA5	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	ETV3	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	YWHAG	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	RPS26	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	UBE2I	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	BASP1	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0080090	regulation of primary metabolic process	7.90E-09	g:Profiler	BP	KHSRP	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HMSD	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HNRNPH1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	CAPN2	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	ACTB	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	TNFRSF10A	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	ANXA4	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	HNRNPF	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	EIF3B	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	CRTC2	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	SERBP1	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	MAEL	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	FCRL3	All (Up vs. Down)
GO:0051171	regulation of nitrogen compound metabolic process	7.74E-09	g:Profiler	BP	AKAP9	All (Up vs. Down)
GO:0022627	cytosolic small ribosomal subunit	7.60E-09	g:Profiler	CC	RPS14	All (Up vs. Down)
GO:0022627	cytosolic small ribosomal subunit	7.60E-09	g:Profiler	CC	RPS11	All (Up vs. Down)
GO:0022627	cytosolic small ribosomal subunit	7.60E-09	g:Profiler	CC	RPS3A	All (Up vs. Down)
GO:0022627	cytosolic small ribosomal subunit	7.60E-09	g:Profiler	CC	FAU	All (Up vs. Down)
GO:0022627	cytosolic small ribosomal subunit	7.60E-09	g:Profiler	CC	RPS26	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	KRT36	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	HSPB1	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	MYL6B	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	PRPH	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	CCT8	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	YWHAE	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	KRT84	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	CAPN2	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	EPPK1	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	ACTB	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	KRT18	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	PLS3	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	KRT1	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	LMNB1	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	ANXA11	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	AKAP9	All (Up vs. Down)
GO:0005856	cytoskeleton	7.46E-09	g:Profiler	CC	EHD2	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	KRT36	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	PRPH	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	CCT8	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	KRT84	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	EPPK1	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	KRT18	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	KRT1	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	7.25E-09	g:Profiler	CC	LMNB1	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPS26	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPS3A	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	FAU	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPS11	All (Up vs. Down)
GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	6.55E-09	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPL29	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPL17	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPL36	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPS11	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPS14	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPL4	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPS3A	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPS26	All (Up vs. Down)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	6.47E-09	GO::TermFinder	BP	RPL27A	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPS26	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPS3A	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	FAU	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPS11	All (Up vs. Down)
GO:0072599	establishment of protein localization to endoplasmic reticulum	6.09E-09	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPL4	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPS26	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPS14	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPL27A	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPL36	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPS3A	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	FAU	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPL29	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPS11	All (Up vs. Down)
GO:0045047	protein targeting to ER	5.83E-09	PANTHER	BP	RPL17	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HMSD	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HNRNPH1	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	CAPN2	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	ACTB	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	TNFRSF10A	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	PGK2	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	ANXA4	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	HNRNPF	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	EIF3B	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	CRTC2	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	SERBP1	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	MAEL	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	FCRL3	All (Up vs. Down)
GO:0031323	regulation of cellular metabolic process	5.77E-09	g:Profiler	BP	AKAP9	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	HSPA9	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	RPS19	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	RPL10A	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	HEATR5A	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	DDX39A	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	RPL13	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	ARCN1	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	RAB5C	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	RPS28	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	RPL36A	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:0046907	intracellular transport	5.77E-09	g:Profiler	BP	EHD2	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	HNRNPH1	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	HSPA9	All (Up vs. Down)
GO:0010033	response to organic substance	5.77E-09	g:Profiler	BP	CAPN2	All (Up vs. Down)
